cause_medium,year,age_name,sex,measure,nm_mean
Asthma,2010,35-39 years,Females,daly,26472.7
Asthma,2010,40-44 years,Females,daly,29297.4
Asthma,2010,45-49 years,Females,daly,34511.4
Asthma,2010,50-54 years,Females,daly,35304.6
Asthma,2010,55-59 years,Females,daly,31741.6
Asthma,2010,60-64 years,Females,daly,28035.6
Asthma,2010,65-69 years,Females,daly,21105.1
Asthma,2010,70-74 years,Females,daly,16660.3
Asthma,2010,75-79 years,Females,daly,13791.9
Asthma,2010,80+ years,Females,daly,24657.5
Asthma,2010,All ages,Females,daly,555864
Asthma,2010,5-14 years,Females,daly,139530
Other respiratory diseases,2010,Under 5 years,Males,daly,12160.8
Other respiratory diseases,2010,15-19 years,Males,daly,9721.35
Other respiratory diseases,2010,20-24 years,Males,daly,9995.31
Other respiratory diseases,2010,25-29 years,Males,daly,8216.39
Other respiratory diseases,2010,30-34 years,Males,daly,9069.91
Other respiratory diseases,2010,35-39 years,Males,daly,8296.9
Other respiratory diseases,2010,40-44 years,Males,daly,8223.72
Other respiratory diseases,2010,45-49 years,Males,daly,7761.86
Other respiratory diseases,2010,50-54 years,Males,daly,8115.06
Other respiratory diseases,2010,55-59 years,Males,daly,7949.43
Other respiratory diseases,2010,60-64 years,Males,daly,8609.73
Other respiratory diseases,2010,65-69 years,Males,daly,7599.12
Other respiratory diseases,2010,70-74 years,Males,daly,6623.1
Other respiratory diseases,2010,75-79 years,Males,daly,6301.4
Other respiratory diseases,2010,80+ years,Males,daly,10119.7
Other respiratory diseases,2010,All ages,Males,daly,138937
Other respiratory diseases,2010,5-14 years,Males,daly,10173.5
Other respiratory diseases,2010,Under 5 years,Females,daly,8291.59
Other respiratory diseases,2010,15-19 years,Females,daly,6840.6
Other respiratory diseases,2010,20-24 years,Females,daly,8532.33
Other respiratory diseases,2010,25-29 years,Females,daly,7517.03
Other respiratory diseases,2010,30-34 years,Females,daly,7673.98
Other respiratory diseases,2010,35-39 years,Females,daly,7289.63
Other respiratory diseases,2010,40-44 years,Females,daly,6147.49
Other respiratory diseases,2010,45-49 years,Females,daly,6566.61
Other respiratory diseases,2010,50-54 years,Females,daly,7452.22
Other respiratory diseases,2010,55-59 years,Females,daly,7278.84
Other respiratory diseases,2010,60-64 years,Females,daly,7991
Other respiratory diseases,2010,65-69 years,Females,daly,6580.79
Other respiratory diseases,2010,70-74 years,Females,daly,6011.07
Other respiratory diseases,2010,75-79 years,Females,daly,5933.19
Other respiratory diseases,2010,80+ years,Females,daly,13322.6
Other respiratory diseases,2010,All ages,Females,daly,121742
Other respiratory diseases,2010,5-14 years,Females,daly,8313.43
Alzheimers disease,2010,15-19 years,Males,daly,466.206
Alzheimers disease,2010,20-24 years,Males,daly,423.75
Alzheimers disease,2010,25-29 years,Males,daly,331.893
Alzheimers disease,2010,30-34 years,Males,daly,355.639
Alzheimers disease,2010,35-39 years,Males,daly,521.096
Alzheimers disease,2010,40-44 years,Males,daly,1329.17
Alzheimers disease,2010,45-49 years,Males,daly,5144.32
Alzheimers disease,2010,50-54 years,Males,daly,12942.8
Alzheimers disease,2010,55-59 years,Males,daly,22555.6
Alzheimers disease,2010,60-64 years,Males,daly,36172
Alzheimers disease,2010,65-69 years,Males,daly,52026.9
Alzheimers disease,2010,70-74 years,Males,daly,83106.6
Alzheimers disease,2010,75-79 years,Males,daly,125434
Alzheimers disease,2010,80+ years,Males,daly,420349
Alzheimers disease,2010,All ages,Males,daly,762640
Alzheimers disease,2010,5-14 years,Males,daly,1481.55
Alzheimers disease,2010,15-19 years,Females,daly,338.91
Alzheimers disease,2010,20-24 years,Females,daly,293.187
Alzheimers disease,2010,25-29 years,Females,daly,227.094
Alzheimers disease,2010,30-34 years,Females,daly,313.051
Alzheimers disease,2010,35-39 years,Females,daly,451.075
Alzheimers disease,2010,40-44 years,Females,daly,1093.32
Alzheimers disease,2010,45-49 years,Females,daly,5741.57
Alzheimers disease,2010,50-54 years,Females,daly,15019.7
Alzheimers disease,2010,55-59 years,Females,daly,27489.1
Alzheimers disease,2010,60-64 years,Females,daly,41999.3
Alzheimers disease,2010,65-69 years,Females,daly,58857.3
Alzheimers disease,2010,70-74 years,Females,daly,96980.1
Alzheimers disease,2010,75-79 years,Females,daly,165966
Alzheimers disease,2010,80+ years,Females,daly,843768
Alzheimers disease,2010,All ages,Females,daly,1259690
Alzheimers disease,2010,5-14 years,Females,daly,1154.15
Unipolar depressive disorders,2010,Under 5 years,Males,daly,54.7239
Unipolar depressive disorders,2010,15-19 years,Males,daly,90328.2
Unipolar depressive disorders,2010,20-24 years,Males,daly,103313
Unipolar depressive disorders,2010,25-29 years,Males,daly,111359
Unipolar depressive disorders,2010,30-34 years,Males,daly,110112
Unipolar depressive disorders,2010,35-39 years,Males,daly,111492
Unipolar depressive disorders,2010,40-44 years,Males,daly,118208
Unipolar depressive disorders,2010,45-49 years,Males,daly,128274
Unipolar depressive disorders,2010,50-54 years,Males,daly,124802
Unipolar depressive disorders,2010,55-59 years,Males,daly,106435
Unipolar depressive disorders,2010,60-64 years,Males,daly,81710.5
Unipolar depressive disorders,2010,65-69 years,Males,daly,51991.2
Unipolar depressive disorders,2010,70-74 years,Males,daly,34550.8
Unipolar depressive disorders,2010,75-79 years,Males,daly,27145.9
Unipolar depressive disorders,2010,80+ years,Males,daly,35935.2
Unipolar depressive disorders,2010,All ages,Males,daly,1334690
Unipolar depressive disorders,2010,5-14 years,Males,daly,98976.7
Unipolar depressive disorders,2010,Under 5 years,Females,daly,91.264
Unipolar depressive disorders,2010,15-19 years,Females,daly,140614
Unipolar depressive disorders,2010,20-24 years,Females,daly,157733
Unipolar depressive disorders,2010,25-29 years,Females,daly,170336
Unipolar depressive disorders,2010,30-34 years,Females,daly,173388
Unipolar depressive disorders,2010,35-39 years,Females,daly,178660
Unipolar depressive disorders,2010,40-44 years,Females,daly,192343
Unipolar depressive disorders,2010,45-49 years,Females,daly,214344
Unipolar depressive disorders,2010,50-54 years,Females,daly,212649
Unipolar depressive disorders,2010,55-59 years,Females,daly,186057
Unipolar depressive disorders,2010,60-64 years,Females,daly,146462
Unipolar depressive disorders,2010,65-69 years,Females,daly,97598.8
Unipolar depressive disorders,2010,70-74 years,Females,daly,68940.1
Unipolar depressive disorders,2010,75-79 years,Females,daly,59616
Unipolar depressive disorders,2010,80+ years,Females,daly,104363
Unipolar depressive disorders,2010,All ages,Females,daly,2259680
Unipolar depressive disorders,2010,5-14 years,Females,daly,156479
Diabetes,2010,Under 5 years,Males,daly,3976.1
Diabetes,2010,15-19 years,Males,daly,6127.58
Diabetes,2010,20-24 years,Males,daly,10034.5
Diabetes,2010,25-29 years,Males,daly,17760.7
Diabetes,2010,30-34 years,Males,daly,28455.6
Diabetes,2010,35-39 years,Males,daly,44500.3
Diabetes,2010,40-44 years,Males,daly,70780.4
Diabetes,2010,45-49 years,Males,daly,108885
Diabetes,2010,50-54 years,Males,daly,145631
Diabetes,2010,55-59 years,Males,daly,167179
Diabetes,2010,60-64 years,Males,daly,180096
Diabetes,2010,65-69 years,Males,daly,153924
Diabetes,2010,70-74 years,Males,daly,130681
Diabetes,2010,75-79 years,Males,daly,107390
Diabetes,2010,80+ years,Males,daly,141175
Diabetes,2010,All ages,Males,daly,1324070
Diabetes,2010,5-14 years,Males,daly,7471.79
Diabetes,2010,Under 5 years,Females,daly,3402.81
Diabetes,2010,15-19 years,Females,daly,5626.87
Diabetes,2010,20-24 years,Females,daly,8613.58
Diabetes,2010,25-29 years,Females,daly,14355.2
Diabetes,2010,30-34 years,Females,daly,22446.7
Diabetes,2010,35-39 years,Females,daly,34350.5
Diabetes,2010,40-44 years,Females,daly,53963
Diabetes,2010,45-49 years,Females,daly,82578.7
Diabetes,2010,50-54 years,Females,daly,114053
Diabetes,2010,55-59 years,Females,daly,136686
Diabetes,2010,60-64 years,Females,daly,152877
Diabetes,2010,65-69 years,Females,daly,141921
Diabetes,2010,70-74 years,Females,daly,128829
Diabetes,2010,75-79 years,Females,daly,119459
Diabetes,2010,80+ years,Females,daly,207011
Diabetes,2010,All ages,Females,daly,1233150
Diabetes,2010,5-14 years,Females,daly,6979.24
Road injury,2010,Under 5 years,Males,daly,35979.2
Road injury,2010,15-19 years,Males,daly,211948
Road injury,2010,20-24 years,Males,daly,279073
Road injury,2010,25-29 years,Males,daly,184238
Road injury,2010,30-34 years,Males,daly,126635
Road injury,2010,35-39 years,Males,daly,108849
Road injury,2010,40-44 years,Males,daly,112127
Road injury,2010,45-49 years,Males,daly,115626
Road injury,2010,50-54 years,Males,daly,101758
Road injury,2010,55-59 years,Males,daly,75334.8
Road injury,2010,60-64 years,Males,daly,56996.3
Road injury,2010,65-69 years,Males,daly,36369.5
Road injury,2010,70-74 years,Males,daly,26238.7
Road injury,2010,75-79 years,Males,daly,19117.2
Road injury,2010,80+ years,Males,daly,21128.7
Road injury,2010,All ages,Males,daly,1571720
Road injury,2010,5-14 years,Males,daly,60300.3
Road injury,2010,Under 5 years,Females,daly,27746.6
Road injury,2010,15-19 years,Females,daly,100749
Road injury,2010,20-24 years,Females,daly,84205
Road injury,2010,25-29 years,Females,daly,56967.8
Road injury,2010,30-34 years,Females,daly,45961.5
Road injury,2010,35-39 years,Females,daly,45530.1
Road injury,2010,40-44 years,Females,daly,48724.8
Road injury,2010,45-49 years,Females,daly,49912.9
Road injury,2010,50-54 years,Females,daly,42688.9
Road injury,2010,55-59 years,Females,daly,35986.5
Road injury,2010,60-64 years,Females,daly,30050.1
Road injury,2010,65-69 years,Females,daly,21371.8
Road injury,2010,70-74 years,Females,daly,16800
Road injury,2010,75-79 years,Females,daly,13175
Road injury,2010,80+ years,Females,daly,15607.5
Road injury,2010,All ages,Females,daly,674502
Road injury,2010,5-14 years,Females,daly,39024.6
Pedestrian road injury,2010,Under 5 years,Males,daly,15028.5
Pedestrian road injury,2010,15-19 years,Males,daly,14203.6
Pedestrian road injury,2010,20-24 years,Males,daly,19603.8
Pedestrian road injury,2010,25-29 years,Males,daly,16096.1
Pedestrian road injury,2010,30-34 years,Males,daly,13699.9
Pedestrian road injury,2010,35-39 years,Males,daly,13785.5
Pedestrian road injury,2010,40-44 years,Males,daly,16130.6
Pedestrian road injury,2010,45-49 years,Males,daly,18306.4
Pedestrian road injury,2010,50-54 years,Males,daly,17480.8
Pedestrian road injury,2010,55-59 years,Males,daly,12494.2
Pedestrian road injury,2010,60-64 years,Males,daly,9787.86
Pedestrian road injury,2010,65-69 years,Males,daly,6916.25
Pedestrian road injury,2010,70-74 years,Males,daly,5162.76
Pedestrian road injury,2010,75-79 years,Males,daly,3840.34
Pedestrian road injury,2010,80+ years,Males,daly,4499.68
Pedestrian road injury,2010,All ages,Males,daly,203292
Pedestrian road injury,2010,5-14 years,Males,daly,16256.3
Pedestrian road injury,2010,Under 5 years,Females,daly,8928.1
Pedestrian road injury,2010,15-19 years,Females,daly,6447.02
Pedestrian road injury,2010,20-24 years,Females,daly,6410.57
Pedestrian road injury,2010,25-29 years,Females,daly,5407.69
Pedestrian road injury,2010,30-34 years,Females,daly,5116.36
Pedestrian road injury,2010,35-39 years,Females,daly,5540.98
Pedestrian road injury,2010,40-44 years,Females,daly,6857.06
Pedestrian road injury,2010,45-49 years,Females,daly,7221.29
Pedestrian road injury,2010,50-54 years,Females,daly,6100.59
Pedestrian road injury,2010,55-59 years,Females,daly,5921.47
Pedestrian road injury,2010,60-64 years,Females,daly,4827.15
Pedestrian road injury,2010,65-69 years,Females,daly,3917.61
Pedestrian road injury,2010,70-74 years,Females,daly,3041.02
Pedestrian road injury,2010,75-79 years,Females,daly,2569.92
Pedestrian road injury,2010,80+ years,Females,daly,3148.01
Pedestrian road injury,2010,All ages,Females,daly,89687.7
Pedestrian road injury,2010,5-14 years,Females,daly,8232.85
Other road injury,2010,Under 5 years,Males,daly,198.836
Other road injury,2010,15-19 years,Males,daly,182.066
Other road injury,2010,20-24 years,Males,daly,208.821
Other road injury,2010,25-29 years,Males,daly,173.954
Other road injury,2010,30-34 years,Males,daly,125.535
Other road injury,2010,35-39 years,Males,daly,163.486
Other road injury,2010,40-44 years,Males,daly,183.682
Other road injury,2010,45-49 years,Males,daly,264.206
Other road injury,2010,50-54 years,Males,daly,270.604
Other road injury,2010,55-59 years,Males,daly,252.133
Other road injury,2010,60-64 years,Males,daly,209.624
Other road injury,2010,65-69 years,Males,daly,180.921
Other road injury,2010,70-74 years,Males,daly,127.882
Other road injury,2010,75-79 years,Males,daly,60.0173
Other road injury,2010,80+ years,Males,daly,46.7227
Other road injury,2010,All ages,Males,daly,3013.14
Other road injury,2010,5-14 years,Males,daly,364.651
Other road injury,2010,Under 5 years,Females,daly,137.385
Other road injury,2010,15-19 years,Females,daly,130.091
Other road injury,2010,20-24 years,Females,daly,125.943
Other road injury,2010,25-29 years,Females,daly,97.4774
Other road injury,2010,30-34 years,Females,daly,101.735
Other road injury,2010,35-39 years,Females,daly,130.987
Other road injury,2010,40-44 years,Females,daly,128.607
Other road injury,2010,45-49 years,Females,daly,175.287
Other road injury,2010,50-54 years,Females,daly,196.256
Other road injury,2010,55-59 years,Females,daly,160.393
Other road injury,2010,60-64 years,Females,daly,134.482
Other road injury,2010,65-69 years,Females,daly,83.3397
Other road injury,2010,70-74 years,Females,daly,41.042
Other road injury,2010,75-79 years,Females,daly,29.1695
Other road injury,2010,80+ years,Females,daly,25.1227
Other road injury,2010,All ages,Females,daly,1990.92
Other road injury,2010,5-14 years,Females,daly,293.597
Lower respiratory infections,2010,Under 5 years,Males,yld,4498.31
Lower respiratory infections,2010,15-19 years,Males,yld,435.943
Lower respiratory infections,2010,20-24 years,Males,yld,391.095
Lower respiratory infections,2010,25-29 years,Males,yld,504.089
Lower respiratory infections,2010,30-34 years,Males,yld,531.97
Lower respiratory infections,2010,35-39 years,Males,yld,619.747
Lower respiratory infections,2010,40-44 years,Males,yld,724.081
Lower respiratory infections,2010,45-49 years,Males,yld,1025.9
Lower respiratory infections,2010,50-54 years,Males,yld,1465.07
Lower respiratory infections,2010,55-59 years,Males,yld,1687.28
Lower respiratory infections,2010,60-64 years,Males,yld,1777.57
Lower respiratory infections,2010,65-69 years,Males,yld,2017.21
Lower respiratory infections,2010,70-74 years,Males,yld,2636.52
Lower respiratory infections,2010,75-79 years,Males,yld,2831.35
Lower respiratory infections,2010,80+ years,Males,yld,5591.29
Lower respiratory infections,2010,All ages,Males,yld,29163.5
Lower respiratory infections,2010,5-14 years,Males,yld,2426.11
Lower respiratory infections,2010,Under 5 years,Females,yld,3642.15
Lower respiratory infections,2010,15-19 years,Females,yld,406.51
Lower respiratory infections,2010,20-24 years,Females,yld,359.422
Lower respiratory infections,2010,25-29 years,Females,yld,453.998
Lower respiratory infections,2010,30-34 years,Females,yld,515.041
Lower respiratory infections,2010,35-39 years,Females,yld,588.528
Lower respiratory infections,2010,40-44 years,Females,yld,704.901
Lower respiratory infections,2010,45-49 years,Females,yld,995.724
Lower respiratory infections,2010,50-54 years,Females,yld,1449.62
Lower respiratory infections,2010,55-59 years,Females,yld,1682.27
Lower respiratory infections,2010,60-64 years,Females,yld,1787.67
Lower respiratory infections,2010,65-69 years,Females,yld,2110.74
Lower respiratory infections,2010,70-74 years,Females,yld,2872.71
Lower respiratory infections,2010,75-79 years,Females,yld,3355.32
Lower respiratory infections,2010,80+ years,Females,yld,8915.31
Lower respiratory infections,2010,All ages,Females,yld,32062.1
Lower respiratory infections,2010,5-14 years,Females,yld,2222.14
Upper respiratory infections,2010,Under 5 years,Males,yld,2558.15
Upper respiratory infections,2010,15-19 years,Males,yld,2489.98
Upper respiratory infections,2010,20-24 years,Males,yld,1733.11
Upper respiratory infections,2010,25-29 years,Males,yld,1854.08
Upper respiratory infections,2010,30-34 years,Males,yld,1826.79
Upper respiratory infections,2010,35-39 years,Males,yld,1876.45
Upper respiratory infections,2010,40-44 years,Males,yld,2075.34
Upper respiratory infections,2010,45-49 years,Males,yld,2168.3
Upper respiratory infections,2010,50-54 years,Males,yld,1799.3
Upper respiratory infections,2010,55-59 years,Males,yld,1283.38
Upper respiratory infections,2010,60-64 years,Males,yld,876.534
Upper respiratory infections,2010,65-69 years,Males,yld,590.264
Upper respiratory infections,2010,70-74 years,Males,yld,555.281
Upper respiratory infections,2010,75-79 years,Males,yld,503.834
Upper respiratory infections,2010,80+ years,Males,yld,848.913
Upper respiratory infections,2010,All ages,Males,yld,30262
Upper respiratory infections,2010,5-14 years,Males,yld,7222.25
Upper respiratory infections,2010,Under 5 years,Females,yld,2405.39
Upper respiratory infections,2010,15-19 years,Females,yld,2489.58
Upper respiratory infections,2010,20-24 years,Females,yld,1811.71
Upper respiratory infections,2010,25-29 years,Females,yld,1892.51
Upper respiratory infections,2010,30-34 years,Females,yld,1883.8
Upper respiratory infections,2010,35-39 years,Females,yld,1937.5
Upper respiratory infections,2010,40-44 years,Females,yld,2139.34
Upper respiratory infections,2010,45-49 years,Females,yld,2267.12
Upper respiratory infections,2010,50-54 years,Females,yld,1888.82
Upper respiratory infections,2010,55-59 years,Females,yld,1357.85
Upper respiratory infections,2010,60-64 years,Females,yld,920.156
Upper respiratory infections,2010,65-69 years,Females,yld,643.221
Upper respiratory infections,2010,70-74 years,Females,yld,647.856
Upper respiratory infections,2010,75-79 years,Females,yld,658.823
Upper respiratory infections,2010,80+ years,Females,yld,1522.86
Upper respiratory infections,2010,All ages,Females,yld,31416
Upper respiratory infections,2010,5-14 years,Females,yld,6949.42
Lung cancer,2010,15-19 years,Males,yld,2.84258
Lung cancer,2010,20-24 years,Males,yld,7.00684
Lung cancer,2010,25-29 years,Males,yld,9.46577
Lung cancer,2010,30-34 years,Males,yld,23.8738
Lung cancer,2010,35-39 years,Males,yld,67.9509
Lung cancer,2010,40-44 years,Males,yld,239.722
Lung cancer,2010,45-49 years,Males,yld,687.794
Lung cancer,2010,50-54 years,Males,yld,1572.83
Lung cancer,2010,55-59 years,Males,yld,2457.36
Lung cancer,2010,60-64 years,Males,yld,3596.68
Lung cancer,2010,65-69 years,Males,yld,4059.28
Lung cancer,2010,70-74 years,Males,yld,3834.73
Lung cancer,2010,75-79 years,Males,yld,3373.36
Lung cancer,2010,80+ years,Males,yld,4570.31
Lung cancer,2010,All ages,Males,yld,24503.2
Lung cancer,2010,15-19 years,Females,yld,1.38072
Lung cancer,2010,20-24 years,Females,yld,7.90778
Lung cancer,2010,25-29 years,Females,yld,14.1857
Lung cancer,2010,30-34 years,Females,yld,28.3207
Lung cancer,2010,35-39 years,Females,yld,79.3224
Lung cancer,2010,40-44 years,Females,yld,259.598
Lung cancer,2010,45-49 years,Females,yld,750.858
Lung cancer,2010,50-54 years,Females,yld,1311.7
Lung cancer,2010,55-59 years,Females,yld,1908.05
Lung cancer,2010,60-64 years,Females,yld,2909.17
Lung cancer,2010,65-69 years,Females,yld,3285.4
Lung cancer,2010,70-74 years,Females,yld,3146.53
Lung cancer,2010,75-79 years,Females,yld,2811.87
Lung cancer,2010,80+ years,Females,yld,4121.25
Lung cancer,2010,All ages,Females,yld,20635.5
Breast cancer,2010,15-19 years,Females,yld,5.25003
Breast cancer,2010,20-24 years,Females,yld,42.6566
Breast cancer,2010,25-29 years,Females,yld,252.396
Breast cancer,2010,30-34 years,Females,yld,901.255
Breast cancer,2010,35-39 years,Females,yld,2271.94
Breast cancer,2010,40-44 years,Females,yld,5424.55
Breast cancer,2010,45-49 years,Females,yld,10353.7
Breast cancer,2010,50-54 years,Females,yld,14473.9
Breast cancer,2010,55-59 years,Females,yld,17439.6
Breast cancer,2010,60-64 years,Females,yld,20499.3
Breast cancer,2010,65-69 years,Females,yld,19339.5
Breast cancer,2010,70-74 years,Females,yld,17638.3
Breast cancer,2010,75-79 years,Females,yld,16956.6
Breast cancer,2010,80+ years,Females,yld,35683.2
Breast cancer,2010,All ages,Females,yld,161282
Colorectal cancer,2010,15-19 years,Males,yld,12.6561
Colorectal cancer,2010,20-24 years,Males,yld,43.6299
Colorectal cancer,2010,25-29 years,Males,yld,90.6031
Colorectal cancer,2010,30-34 years,Males,yld,165.857
Colorectal cancer,2010,35-39 years,Males,yld,358.241
Colorectal cancer,2010,40-44 years,Males,yld,774.707
Colorectal cancer,2010,45-49 years,Males,yld,1599.04
Colorectal cancer,2010,50-54 years,Males,yld,2945.08
Colorectal cancer,2010,55-59 years,Males,yld,3761.05
Colorectal cancer,2010,60-64 years,Males,yld,4617.52
Colorectal cancer,2010,65-69 years,Males,yld,4985.83
Colorectal cancer,2010,70-74 years,Males,yld,4928.28
Colorectal cancer,2010,75-79 years,Males,yld,4510.49
Colorectal cancer,2010,80+ years,Males,yld,8061.82
Colorectal cancer,2010,All ages,Males,yld,36854.8
Colorectal cancer,2010,15-19 years,Females,yld,11.6646
Colorectal cancer,2010,20-24 years,Females,yld,32.9549
Colorectal cancer,2010,25-29 years,Females,yld,71.8552
Colorectal cancer,2010,30-34 years,Females,yld,161.804
Colorectal cancer,2010,35-39 years,Females,yld,349.272
Colorectal cancer,2010,40-44 years,Females,yld,732.019
Colorectal cancer,2010,45-49 years,Females,yld,1382.16
Colorectal cancer,2010,50-54 years,Females,yld,2521.21
Colorectal cancer,2010,55-59 years,Females,yld,3026.17
Colorectal cancer,2010,60-64 years,Females,yld,3651.47
Colorectal cancer,2010,65-69 years,Females,yld,4051.83
Colorectal cancer,2010,70-74 years,Females,yld,4253.07
Colorectal cancer,2010,75-79 years,Females,yld,4542.88
Colorectal cancer,2010,80+ years,Females,yld,11593.9
Colorectal cancer,2010,All ages,Females,yld,36382.3
Rheumatic heart disease,2010,Under 5 years,Males,yld,96.4625
Rheumatic heart disease,2010,15-19 years,Males,yld,1120.89
Rheumatic heart disease,2010,20-24 years,Males,yld,1185.02
Rheumatic heart disease,2010,25-29 years,Males,yld,1197.47
Rheumatic heart disease,2010,30-34 years,Males,yld,1092.72
Rheumatic heart disease,2010,35-39 years,Males,yld,1041.23
Rheumatic heart disease,2010,40-44 years,Males,yld,1094.43
Rheumatic heart disease,2010,45-49 years,Males,yld,1165.28
Rheumatic heart disease,2010,50-54 years,Males,yld,1070.53
Rheumatic heart disease,2010,55-59 years,Males,yld,973.243
Rheumatic heart disease,2010,60-64 years,Males,yld,893.782
Rheumatic heart disease,2010,65-69 years,Males,yld,725.221
Rheumatic heart disease,2010,70-74 years,Males,yld,648.37
Rheumatic heart disease,2010,75-79 years,Males,yld,717.931
Rheumatic heart disease,2010,80+ years,Males,yld,1467.45
Rheumatic heart disease,2010,All ages,Males,yld,16214.2
Rheumatic heart disease,2010,5-14 years,Males,yld,1724.2
Rheumatic heart disease,2010,Under 5 years,Females,yld,119.872
Rheumatic heart disease,2010,15-19 years,Females,yld,1464.36
Rheumatic heart disease,2010,20-24 years,Females,yld,1541.67
Rheumatic heart disease,2010,25-29 years,Females,yld,1536.26
Rheumatic heart disease,2010,30-34 years,Females,yld,1460.41
Rheumatic heart disease,2010,35-39 years,Females,yld,1447.32
Rheumatic heart disease,2010,40-44 years,Females,yld,1539.21
Rheumatic heart disease,2010,45-49 years,Females,yld,1702.11
Rheumatic heart disease,2010,50-54 years,Females,yld,1558.64
Rheumatic heart disease,2010,55-59 years,Females,yld,1464.92
Rheumatic heart disease,2010,60-64 years,Females,yld,1388.37
Rheumatic heart disease,2010,65-69 years,Females,yld,1149.54
Rheumatic heart disease,2010,70-74 years,Females,yld,1069.73
Rheumatic heart disease,2010,75-79 years,Females,yld,1277.96
Rheumatic heart disease,2010,80+ years,Females,yld,3575.37
Rheumatic heart disease,2010,All ages,Females,yld,24596
Rheumatic heart disease,2010,5-14 years,Females,yld,2300.23
Ischemic heart disease,2010,Under 5 years,Males,yld,58.7448
Ischemic heart disease,2010,15-19 years,Males,yld,669.639
Ischemic heart disease,2010,20-24 years,Males,yld,1818.98
Ischemic heart disease,2010,25-29 years,Males,yld,3654.06
Ischemic heart disease,2010,30-34 years,Males,yld,5517.13
Ischemic heart disease,2010,35-39 years,Males,yld,7945.49
Ischemic heart disease,2010,40-44 years,Males,yld,12234.4
Ischemic heart disease,2010,45-49 years,Males,yld,21034.2
Ischemic heart disease,2010,50-54 years,Males,yld,31533
Ischemic heart disease,2010,55-59 years,Males,yld,41221.3
Ischemic heart disease,2010,60-64 years,Males,yld,47707.8
Ischemic heart disease,2010,65-69 years,Males,yld,43501.9
Ischemic heart disease,2010,70-74 years,Males,yld,39240.1
Ischemic heart disease,2010,75-79 years,Males,yld,39737.6
Ischemic heart disease,2010,80+ years,Males,yld,67471
Ischemic heart disease,2010,All ages,Males,yld,363592
Ischemic heart disease,2010,5-14 years,Males,yld,246.527
Ischemic heart disease,2010,Under 5 years,Females,yld,22.8568
Ischemic heart disease,2010,15-19 years,Females,yld,419.717
Ischemic heart disease,2010,20-24 years,Females,yld,1199.24
Ischemic heart disease,2010,25-29 years,Females,yld,2417.63
Ischemic heart disease,2010,30-34 years,Females,yld,3923.65
Ischemic heart disease,2010,35-39 years,Females,yld,5968.45
Ischemic heart disease,2010,40-44 years,Females,yld,9458.14
Ischemic heart disease,2010,45-49 years,Females,yld,16167.2
Ischemic heart disease,2010,50-54 years,Females,yld,24235.2
Ischemic heart disease,2010,55-59 years,Females,yld,31987.9
Ischemic heart disease,2010,60-64 years,Females,yld,37468.6
Ischemic heart disease,2010,65-69 years,Females,yld,34412.8
Ischemic heart disease,2010,70-74 years,Females,yld,32291.3
Ischemic heart disease,2010,75-79 years,Females,yld,36213.6
Ischemic heart disease,2010,80+ years,Females,yld,85129
Ischemic heart disease,2010,All ages,Females,yld,321441
Ischemic heart disease,2010,5-14 years,Females,yld,126.186
Stroke,2010,Under 5 years,Males,yld,22.3023
Stroke,2010,15-19 years,Males,yld,1119.15
Stroke,2010,20-24 years,Males,yld,1742.59
Stroke,2010,25-29 years,Males,yld,2599.61
Stroke,2010,30-34 years,Males,yld,3567.82
Stroke,2010,35-39 years,Males,yld,5209.93
Stroke,2010,40-44 years,Males,yld,7392.51
Stroke,2010,45-49 years,Males,yld,12574.5
Stroke,2010,50-54 years,Males,yld,19495
Stroke,2010,55-59 years,Males,yld,27863.6
Stroke,2010,60-64 years,Males,yld,33533
Stroke,2010,65-69 years,Males,yld,35292.5
Stroke,2010,70-74 years,Males,yld,35800.2
Stroke,2010,75-79 years,Males,yld,43005.2
Stroke,2010,80+ years,Males,yld,69536.6
Stroke,2010,All ages,Males,yld,299519
Stroke,2010,5-14 years,Males,yld,764.606
Stroke,2010,Under 5 years,Females,yld,14.7796
Stroke,2010,15-19 years,Females,yld,751.716
Stroke,2010,20-24 years,Females,yld,1199.35
Stroke,2010,25-29 years,Females,yld,1926.5
Stroke,2010,30-34 years,Females,yld,2929.84
Stroke,2010,35-39 years,Females,yld,4687.13
Stroke,2010,40-44 years,Females,yld,7135.5
Stroke,2010,45-49 years,Females,yld,12366.8
Stroke,2010,50-54 years,Females,yld,18974.8
Stroke,2010,55-59 years,Females,yld,26380.5
Stroke,2010,60-64 years,Females,yld,31103.3
Stroke,2010,65-69 years,Females,yld,33955.5
Stroke,2010,70-74 years,Females,yld,37376.1
Stroke,2010,75-79 years,Females,yld,48816.9
Stroke,2010,80+ years,Females,yld,100979
Stroke,2010,All ages,Females,yld,329131
Stroke,2010,5-14 years,Females,yld,533.495
Ischemic stroke,2010,Under 5 years,Males,yld,17.8255
Ischemic stroke,2010,15-19 years,Males,yld,680.728
Ischemic stroke,2010,20-24 years,Males,yld,640.68
Ischemic stroke,2010,25-29 years,Males,yld,1238.57
Ischemic stroke,2010,30-34 years,Males,yld,1949.15
Ischemic stroke,2010,35-39 years,Males,yld,3122.2
Ischemic stroke,2010,40-44 years,Males,yld,4737.8
Ischemic stroke,2010,45-49 years,Males,yld,8374.09
Ischemic stroke,2010,50-54 years,Males,yld,13665.9
