cause_medium,year,age_name,sex,measure,nm_mean
Breast cancer,2010,55-59 years,Females,yll,131981
Breast cancer,2010,60-64 years,Females,yll,128870
Breast cancer,2010,65-69 years,Females,yll,94303.7
Breast cancer,2010,70-74 years,Females,yll,69253.6
Breast cancer,2010,75-79 years,Females,yll,53620.3
Breast cancer,2010,80+ years,Females,yll,62575
Breast cancer,2010,All ages,Females,yll,891667
Colorectal cancer,2010,15-19 years,Males,yll,691.754
Colorectal cancer,2010,20-24 years,Males,yll,1683.77
Colorectal cancer,2010,25-29 years,Males,yll,3936.58
Colorectal cancer,2010,30-34 years,Males,yll,6258.01
Colorectal cancer,2010,35-39 years,Males,yll,10702.1
Colorectal cancer,2010,40-44 years,Males,yll,20693
Colorectal cancer,2010,45-49 years,Males,yll,40386.9
Colorectal cancer,2010,50-54 years,Males,yll,62749.1
Colorectal cancer,2010,55-59 years,Males,yll,78346.4
Colorectal cancer,2010,60-64 years,Males,yll,89991.2
Colorectal cancer,2010,65-69 years,Males,yll,80272.1
Colorectal cancer,2010,70-74 years,Males,yll,68820.9
Colorectal cancer,2010,75-79 years,Males,yll,54949.6
Colorectal cancer,2010,80+ years,Males,yll,62005.5
Colorectal cancer,2010,All ages,Males,yll,581487
Colorectal cancer,2010,15-19 years,Females,yll,379.683
Colorectal cancer,2010,20-24 years,Females,yll,1065.1
Colorectal cancer,2010,25-29 years,Females,yll,2691.48
Colorectal cancer,2010,30-34 years,Females,yll,5388.78
Colorectal cancer,2010,35-39 years,Females,yll,9224.97
Colorectal cancer,2010,40-44 years,Females,yll,18255.8
Colorectal cancer,2010,45-49 years,Females,yll,33115.6
Colorectal cancer,2010,50-54 years,Females,yll,50138.4
Colorectal cancer,2010,55-59 years,Females,yll,59441
Colorectal cancer,2010,60-64 years,Females,yll,66055.6
Colorectal cancer,2010,65-69 years,Females,yll,60907
Colorectal cancer,2010,70-74 years,Females,yll,56237.6
Colorectal cancer,2010,75-79 years,Females,yll,51811.1
Colorectal cancer,2010,80+ years,Females,yll,77397.7
Colorectal cancer,2010,All ages,Females,yll,492110
Rheumatic heart disease,2010,Under 5 years,Males,yll,129.722
Rheumatic heart disease,2010,15-19 years,Males,yll,256.522
Rheumatic heart disease,2010,20-24 years,Males,yll,378.637
Rheumatic heart disease,2010,25-29 years,Males,yll,596.696
Rheumatic heart disease,2010,30-34 years,Males,yll,732.809
Rheumatic heart disease,2010,35-39 years,Males,yll,872.381
Rheumatic heart disease,2010,40-44 years,Males,yll,1294.14
Rheumatic heart disease,2010,45-49 years,Males,yll,2234.64
Rheumatic heart disease,2010,50-54 years,Males,yll,2619.54
Rheumatic heart disease,2010,55-59 years,Males,yll,2989.44
Rheumatic heart disease,2010,60-64 years,Males,yll,3370.81
Rheumatic heart disease,2010,65-69 years,Males,yll,3198.27
Rheumatic heart disease,2010,70-74 years,Males,yll,3270.35
Rheumatic heart disease,2010,75-79 years,Males,yll,3544.72
Rheumatic heart disease,2010,80+ years,Males,yll,7166.83
Rheumatic heart disease,2010,All ages,Males,yll,32816.7
Rheumatic heart disease,2010,5-14 years,Males,yll,161.212
Rheumatic heart disease,2010,Under 5 years,Females,yll,94.885
Rheumatic heart disease,2010,15-19 years,Females,yll,180.542
Rheumatic heart disease,2010,20-24 years,Females,yll,403.728
Rheumatic heart disease,2010,25-29 years,Females,yll,556.132
Rheumatic heart disease,2010,30-34 years,Females,yll,641.65
Rheumatic heart disease,2010,35-39 years,Females,yll,934.153
Rheumatic heart disease,2010,40-44 years,Females,yll,1752.04
Rheumatic heart disease,2010,45-49 years,Females,yll,2611.12
Rheumatic heart disease,2010,50-54 years,Females,yll,3038.1
Rheumatic heart disease,2010,55-59 years,Females,yll,3917.57
Rheumatic heart disease,2010,60-64 years,Females,yll,5059.27
Rheumatic heart disease,2010,65-69 years,Females,yll,5044.8
Rheumatic heart disease,2010,70-74 years,Females,yll,5773.34
Rheumatic heart disease,2010,75-79 years,Females,yll,6119.69
Rheumatic heart disease,2010,80+ years,Females,yll,16628.2
Rheumatic heart disease,2010,All ages,Females,yll,52906.5
Rheumatic heart disease,2010,5-14 years,Females,yll,151.247
Ischemic heart disease,2010,Under 5 years,Males,yll,6657.37
Ischemic heart disease,2010,15-19 years,Males,yll,6117.72
Ischemic heart disease,2010,20-24 years,Males,yll,11561.4
Ischemic heart disease,2010,25-29 years,Males,yll,19550.4
Ischemic heart disease,2010,30-34 years,Males,yll,34464.7
Ischemic heart disease,2010,35-39 years,Males,yll,66886
Ischemic heart disease,2010,40-44 years,Males,yll,150842
Ischemic heart disease,2010,45-49 years,Males,yll,289955
Ischemic heart disease,2010,50-54 years,Males,yll,447624
Ischemic heart disease,2010,55-59 years,Males,yll,510350
Ischemic heart disease,2010,60-64 years,Males,yll,573644
Ischemic heart disease,2010,65-69 years,Males,yll,498626
Ischemic heart disease,2010,70-74 years,Males,yll,455436
Ischemic heart disease,2010,75-79 years,Males,yll,430848
Ischemic heart disease,2010,80+ years,Males,yll,809099
Ischemic heart disease,2010,All ages,Males,yll,4315060
Ischemic heart disease,2010,5-14 years,Males,yll,3401.45
Ischemic heart disease,2010,Under 5 years,Females,yll,5196.62
Ischemic heart disease,2010,15-19 years,Females,yll,2764.95
Ischemic heart disease,2010,20-24 years,Females,yll,4801.83
Ischemic heart disease,2010,25-29 years,Females,yll,7540.24
Ischemic heart disease,2010,30-34 years,Females,yll,13150.6
Ischemic heart disease,2010,35-39 years,Females,yll,26080.7
Ischemic heart disease,2010,40-44 years,Females,yll,55647.3
Ischemic heart disease,2010,45-49 years,Females,yll,101428
Ischemic heart disease,2010,50-54 years,Females,yll,152292
Ischemic heart disease,2010,55-59 years,Females,yll,198377
Ischemic heart disease,2010,60-64 years,Females,yll,263027
Ischemic heart disease,2010,65-69 years,Females,yll,271455
Ischemic heart disease,2010,70-74 years,Females,yll,297658
Ischemic heart disease,2010,75-79 years,Females,yll,344436
Ischemic heart disease,2010,80+ years,Females,yll,1103260
Ischemic heart disease,2010,All ages,Females,yll,2849450
Ischemic heart disease,2010,5-14 years,Females,yll,2337.22
Stroke,2010,Under 5 years,Males,yll,8375.18
Stroke,2010,15-19 years,Males,yll,2987.43
Stroke,2010,20-24 years,Males,yll,5295.4
Stroke,2010,25-29 years,Males,yll,6638.73
Stroke,2010,30-34 years,Males,yll,9577.06
Stroke,2010,35-39 years,Males,yll,15851.3
Stroke,2010,40-44 years,Males,yll,29227.5
Stroke,2010,45-49 years,Males,yll,50369.3
Stroke,2010,50-54 years,Males,yll,70769.3
Stroke,2010,55-59 years,Males,yll,77254.4
Stroke,2010,60-64 years,Males,yll,91067.6
Stroke,2010,65-69 years,Males,yll,89856.1
Stroke,2010,70-74 years,Males,yll,96597.8
Stroke,2010,75-79 years,Males,yll,107701
Stroke,2010,80+ years,Males,yll,231419
Stroke,2010,All ages,Males,yll,896136
Stroke,2010,5-14 years,Males,yll,3149.06
Stroke,2010,Under 5 years,Females,yll,6385.72
Stroke,2010,15-19 years,Females,yll,2407.63
Stroke,2010,20-24 years,Females,yll,3849.07
Stroke,2010,25-29 years,Females,yll,5465.35
Stroke,2010,30-34 years,Females,yll,8706.52
Stroke,2010,35-39 years,Females,yll,14979.6
Stroke,2010,40-44 years,Females,yll,28652.8
Stroke,2010,45-49 years,Females,yll,46509.4
Stroke,2010,50-54 years,Females,yll,58578.3
Stroke,2010,55-59 years,Females,yll,63042.6
Stroke,2010,60-64 years,Females,yll,77047.6
Stroke,2010,65-69 years,Females,yll,81880.3
Stroke,2010,70-74 years,Females,yll,98141.9
Stroke,2010,75-79 years,Females,yll,126506
Stroke,2010,80+ years,Females,yll,424197
Stroke,2010,All ages,Females,yll,1049190
Stroke,2010,5-14 years,Females,yll,2840.23
Ischemic stroke,2010,Under 5 years,Males,yll,3591.7
Ischemic stroke,2010,15-19 years,Males,yll,589.309
Ischemic stroke,2010,20-24 years,Males,yll,876.097
Ischemic stroke,2010,25-29 years,Males,yll,1016.85
Ischemic stroke,2010,30-34 years,Males,yll,1508.83
Ischemic stroke,2010,35-39 years,Males,yll,2352.4
Ischemic stroke,2010,40-44 years,Males,yll,4495.33
Ischemic stroke,2010,45-49 years,Males,yll,8623.02
Ischemic stroke,2010,50-54 years,Males,yll,13705.4
Ischemic stroke,2010,55-59 years,Males,yll,19629.9
Ischemic stroke,2010,60-64 years,Males,yll,33923.5
Ischemic stroke,2010,65-69 years,Males,yll,38784
Ischemic stroke,2010,70-74 years,Males,yll,52795.9
Ischemic stroke,2010,75-79 years,Males,yll,77992.9
Ischemic stroke,2010,80+ years,Males,yll,198509
Ischemic stroke,2010,All ages,Males,yll,459349
Ischemic stroke,2010,5-14 years,Males,yll,955.076
Ischemic stroke,2010,Under 5 years,Females,yll,2999.89
Ischemic stroke,2010,15-19 years,Females,yll,478.367
Ischemic stroke,2010,20-24 years,Females,yll,676.041
Ischemic stroke,2010,25-29 years,Females,yll,870.663
Ischemic stroke,2010,30-34 years,Females,yll,1226.02
Ischemic stroke,2010,35-39 years,Females,yll,1938.1
Ischemic stroke,2010,40-44 years,Females,yll,3489.64
Ischemic stroke,2010,45-49 years,Females,yll,5752.58
Ischemic stroke,2010,50-54 years,Females,yll,8984.72
Ischemic stroke,2010,55-59 years,Females,yll,12217.4
Ischemic stroke,2010,60-64 years,Females,yll,22704.3
Ischemic stroke,2010,65-69 years,Females,yll,33012.9
Ischemic stroke,2010,70-74 years,Females,yll,45250.8
Ischemic stroke,2010,75-79 years,Females,yll,91698.6
Ischemic stroke,2010,80+ years,Females,yll,366763
Ischemic stroke,2010,All ages,Females,yll,598858
Ischemic stroke,2010,5-14 years,Females,yll,795.004
Hemorrhagic stroke,2010,Under 5 years,Males,yll,4783.47
Hemorrhagic stroke,2010,15-19 years,Males,yll,2398.12
Hemorrhagic stroke,2010,20-24 years,Males,yll,4419.31
Hemorrhagic stroke,2010,25-29 years,Males,yll,5621.88
Hemorrhagic stroke,2010,30-34 years,Males,yll,8068.24
Hemorrhagic stroke,2010,35-39 years,Males,yll,13498.9
Hemorrhagic stroke,2010,40-44 years,Males,yll,24732.2
Hemorrhagic stroke,2010,45-49 years,Males,yll,41746.3
Hemorrhagic stroke,2010,50-54 years,Males,yll,57063.9
Hemorrhagic stroke,2010,55-59 years,Males,yll,57624.5
Hemorrhagic stroke,2010,60-64 years,Males,yll,57144.1
Hemorrhagic stroke,2010,65-69 years,Males,yll,51072.1
Hemorrhagic stroke,2010,70-74 years,Males,yll,43801.9
Hemorrhagic stroke,2010,75-79 years,Males,yll,29708.1
Hemorrhagic stroke,2010,80+ years,Males,yll,32910.2
Hemorrhagic stroke,2010,All ages,Males,yll,436787
Hemorrhagic stroke,2010,5-14 years,Males,yll,2193.98
Hemorrhagic stroke,2010,Under 5 years,Females,yll,3385.84
Hemorrhagic stroke,2010,15-19 years,Females,yll,1929.26
Hemorrhagic stroke,2010,20-24 years,Females,yll,3173.03
Hemorrhagic stroke,2010,25-29 years,Females,yll,4594.69
Hemorrhagic stroke,2010,30-34 years,Females,yll,7480.5
Hemorrhagic stroke,2010,35-39 years,Females,yll,13041.5
Hemorrhagic stroke,2010,40-44 years,Females,yll,25163.1
Hemorrhagic stroke,2010,45-49 years,Females,yll,40756.8
Hemorrhagic stroke,2010,50-54 years,Females,yll,49593.6
Hemorrhagic stroke,2010,55-59 years,Females,yll,50825.1
Hemorrhagic stroke,2010,60-64 years,Females,yll,54343.4
Hemorrhagic stroke,2010,65-69 years,Females,yll,48867.4
Hemorrhagic stroke,2010,70-74 years,Females,yll,52891.1
Hemorrhagic stroke,2010,75-79 years,Females,yll,34807.5
Hemorrhagic stroke,2010,80+ years,Females,yll,57434.1
Hemorrhagic stroke,2010,All ages,Females,yll,450332
Hemorrhagic stroke,2010,5-14 years,Females,yll,2045.22
Hypertensive heart disease,2010,Under 5 years,Males,yll,1001.78
Hypertensive heart disease,2010,15-19 years,Males,yll,879.812
Hypertensive heart disease,2010,20-24 years,Males,yll,2242.49
Hypertensive heart disease,2010,25-29 years,Males,yll,4203.16
Hypertensive heart disease,2010,30-34 years,Males,yll,6807.76
Hypertensive heart disease,2010,35-39 years,Males,yll,12086.2
Hypertensive heart disease,2010,40-44 years,Males,yll,22234
Hypertensive heart disease,2010,45-49 years,Males,yll,37426.8
Hypertensive heart disease,2010,50-54 years,Males,yll,48297.1
Hypertensive heart disease,2010,55-59 years,Males,yll,47073.7
Hypertensive heart disease,2010,60-64 years,Males,yll,44034.7
Hypertensive heart disease,2010,65-69 years,Males,yll,33060.3
Hypertensive heart disease,2010,70-74 years,Males,yll,25829.6
Hypertensive heart disease,2010,75-79 years,Males,yll,22469.7
Hypertensive heart disease,2010,80+ years,Males,yll,43363.8
Hypertensive heart disease,2010,All ages,Males,yll,351462
Hypertensive heart disease,2010,5-14 years,Males,yll,451.255
Hypertensive heart disease,2010,Under 5 years,Females,yll,589.042
Hypertensive heart disease,2010,15-19 years,Females,yll,255.485
Hypertensive heart disease,2010,20-24 years,Females,yll,568.558
Hypertensive heart disease,2010,25-29 years,Females,yll,1148.43
Hypertensive heart disease,2010,30-34 years,Females,yll,2113.18
Hypertensive heart disease,2010,35-39 years,Females,yll,4228.09
Hypertensive heart disease,2010,40-44 years,Females,yll,9752.84
Hypertensive heart disease,2010,45-49 years,Females,yll,17040.1
Hypertensive heart disease,2010,50-54 years,Females,yll,22012.7
Hypertensive heart disease,2010,55-59 years,Females,yll,24440.2
Hypertensive heart disease,2010,60-64 years,Females,yll,27551.9
Hypertensive heart disease,2010,65-69 years,Females,yll,25897.1
Hypertensive heart disease,2010,70-74 years,Females,yll,26818.1
Hypertensive heart disease,2010,75-79 years,Females,yll,30182.1
Hypertensive heart disease,2010,80+ years,Females,yll,97626.7
Hypertensive heart disease,2010,All ages,Females,yll,290456
Hypertensive heart disease,2010,5-14 years,Females,yll,231.584
COPD,2010,Under 5 years,Males,yll,2557.78
COPD,2010,15-19 years,Males,yll,504.027
COPD,2010,20-24 years,Males,yll,802.727
COPD,2010,25-29 years,Males,yll,948.615
COPD,2010,30-34 years,Males,yll,1119.91
COPD,2010,35-39 years,Males,yll,2462.8
COPD,2010,40-44 years,Males,yll,7197.12
COPD,2010,45-49 years,Males,yll,20608.2
COPD,2010,50-54 years,Males,yll,46109.3
COPD,2010,55-59 years,Males,yll,74073.5
COPD,2010,60-64 years,Males,yll,121556
COPD,2010,65-69 years,Males,yll,144601
COPD,2010,70-74 years,Males,yll,155991
COPD,2010,75-79 years,Males,yll,153375
COPD,2010,80+ years,Males,yll,222238
COPD,2010,All ages,Males,yll,954663
COPD,2010,5-14 years,Males,yll,518.384
COPD,2010,Under 5 years,Females,yll,1547.61
COPD,2010,15-19 years,Females,yll,431.225
COPD,2010,20-24 years,Females,yll,482.435
COPD,2010,25-29 years,Females,yll,796.64
COPD,2010,30-34 years,Females,yll,1178.43
COPD,2010,35-39 years,Females,yll,2217.05
COPD,2010,40-44 years,Females,yll,7851.94
COPD,2010,45-49 years,Females,yll,21170.2
COPD,2010,50-54 years,Females,yll,42941.9
COPD,2010,55-59 years,Females,yll,68808.9
COPD,2010,60-64 years,Females,yll,116041
COPD,2010,65-69 years,Females,yll,141455
COPD,2010,70-74 years,Females,yll,153583
COPD,2010,75-79 years,Females,yll,150515
COPD,2010,80+ years,Females,yll,249016
COPD,2010,All ages,Females,yll,958476
COPD,2010,5-14 years,Females,yll,440.571
Asthma,2010,Under 5 years,Males,yll,1812.31
Asthma,2010,15-19 years,Males,yll,2797.42
Asthma,2010,20-24 years,Males,yll,3123
Asthma,2010,25-29 years,Males,yll,2951.74
Asthma,2010,30-34 years,Males,yll,2346.84
Asthma,2010,35-39 years,Males,yll,2538.43
Asthma,2010,40-44 years,Males,yll,2970.2
Asthma,2010,45-49 years,Males,yll,3815.11
Asthma,2010,50-54 years,Males,yll,4114.06
Asthma,2010,55-59 years,Males,yll,3259.48
Asthma,2010,60-64 years,Males,yll,2877.59
Asthma,2010,65-69 years,Males,yll,2322.61
Asthma,2010,70-74 years,Males,yll,1711.12
Asthma,2010,75-79 years,Males,yll,1419.58
Asthma,2010,80+ years,Males,yll,2274.07
Asthma,2010,All ages,Males,yll,44982.5
Asthma,2010,5-14 years,Males,yll,4648.95
Asthma,2010,Under 5 years,Females,yll,1263.22
Asthma,2010,15-19 years,Females,yll,1921.09
Asthma,2010,20-24 years,Females,yll,1986.06
Asthma,2010,25-29 years,Females,yll,1958.73
Asthma,2010,30-34 years,Females,yll,2327.06
Asthma,2010,35-39 years,Females,yll,2935.03
Asthma,2010,40-44 years,Females,yll,4259.32
Asthma,2010,45-49 years,Females,yll,5975
Asthma,2010,50-54 years,Females,yll,6230.78
Asthma,2010,55-59 years,Females,yll,5238.01
Asthma,2010,60-64 years,Females,yll,4688.4
Asthma,2010,65-69 years,Females,yll,3388.15
Asthma,2010,70-74 years,Females,yll,2869.52
Asthma,2010,75-79 years,Females,yll,2378.86
Asthma,2010,80+ years,Females,yll,5152.18
Asthma,2010,All ages,Females,yll,55203.5
Asthma,2010,5-14 years,Females,yll,2632.08
Other respiratory diseases,2010,Under 5 years,Males,yll,11413.3
Other respiratory diseases,2010,15-19 years,Males,yll,886.743
Other respiratory diseases,2010,20-24 years,Males,yll,896.25
Other respiratory diseases,2010,25-29 years,Males,yll,665.948
Other respiratory diseases,2010,30-34 years,Males,yll,779.844
Other respiratory diseases,2010,35-39 years,Males,yll,978.887
Other respiratory diseases,2010,40-44 years,Males,yll,1583.55
Other respiratory diseases,2010,45-49 years,Males,yll,2318.7
Other respiratory diseases,2010,50-54 years,Males,yll,3409.87
Other respiratory diseases,2010,55-59 years,Males,yll,4078.59
Other respiratory diseases,2010,60-64 years,Males,yll,5386.57
Other respiratory diseases,2010,65-69 years,Males,yll,5330.31
Other respiratory diseases,2010,70-74 years,Males,yll,4966.83
Other respiratory diseases,2010,75-79 years,Males,yll,4862.73
Other respiratory diseases,2010,80+ years,Males,yll,7698.77
Other respiratory diseases,2010,All ages,Males,yll,56500.9
Other respiratory diseases,2010,5-14 years,Males,yll,1243.99
Other respiratory diseases,2010,Under 5 years,Females,yll,7677.97
Other respiratory diseases,2010,15-19 years,Females,yll,571.763
Other respiratory diseases,2010,20-24 years,Females,yll,617.469
Other respiratory diseases,2010,25-29 years,Females,yll,603.094
Other respiratory diseases,2010,30-34 years,Females,yll,739.227
Other respiratory diseases,2010,35-39 years,Females,yll,903.969
Other respiratory diseases,2010,40-44 years,Females,yll,1331.63
Other respiratory diseases,2010,45-49 years,Females,yll,2050.68
Other respiratory diseases,2010,50-54 years,Females,yll,3019.32
Other respiratory diseases,2010,55-59 years,Females,yll,3557.08
Other respiratory diseases,2010,60-64 years,Females,yll,4783.17
Other respiratory diseases,2010,65-69 years,Females,yll,4413.02
Other respiratory diseases,2010,70-74 years,Females,yll,4294.88
Other respiratory diseases,2010,75-79 years,Females,yll,4300.87
Other respiratory diseases,2010,80+ years,Females,yll,9110.14
Other respiratory diseases,2010,All ages,Females,yll,48885.4
Other respiratory diseases,2010,5-14 years,Females,yll,911.083
Alzheimers disease,2010,15-19 years,Males,yll,466.206
Alzheimers disease,2010,20-24 years,Males,yll,423.75
Alzheimers disease,2010,25-29 years,Males,yll,331.893
Alzheimers disease,2010,30-34 years,Males,yll,355.639
Alzheimers disease,2010,35-39 years,Males,yll,521.096
Alzheimers disease,2010,40-44 years,Males,yll,1034.24
Alzheimers disease,2010,45-49 years,Males,yll,2035.48
Alzheimers disease,2010,50-54 years,Males,yll,4761.92
Alzheimers disease,2010,55-59 years,Males,yll,9966.84
Alzheimers disease,2010,60-64 years,Males,yll,19896.2
Alzheimers disease,2010,65-69 years,Males,yll,30789.5
Alzheimers disease,2010,70-74 years,Males,yll,53345.9
Alzheimers disease,2010,75-79 years,Males,yll,83500.9
Alzheimers disease,2010,80+ years,Males,yll,248061
Alzheimers disease,2010,All ages,Males,yll,456972
Alzheimers disease,2010,5-14 years,Males,yll,1481.55
Alzheimers disease,2010,15-19 years,Females,yll,338.91
Alzheimers disease,2010,20-24 years,Females,yll,293.187
Alzheimers disease,2010,25-29 years,Females,yll,227.094
Alzheimers disease,2010,30-34 years,Females,yll,313.051
Alzheimers disease,2010,35-39 years,Females,yll,451.075
Alzheimers disease,2010,40-44 years,Females,yll,748.326
Alzheimers disease,2010,45-49 years,Females,yll,1874.61
Alzheimers disease,2010,50-54 years,Females,yll,4165.35
Alzheimers disease,2010,55-59 years,Females,yll,9516.48
Alzheimers disease,2010,60-64 years,Females,yll,18856.9
Alzheimers disease,2010,65-69 years,Females,yll,30265.6
Alzheimers disease,2010,70-74 years,Females,yll,56599.5
Alzheimers disease,2010,75-79 years,Females,yll,103700
Alzheimers disease,2010,80+ years,Females,yll,506944
Alzheimers disease,2010,All ages,Females,yll,735448
Alzheimers disease,2010,5-14 years,Females,yll,1154.15
Diabetes,2010,Under 5 years,Males,yll,1181.96
Diabetes,2010,15-19 years,Males,yll,1782.76
Diabetes,2010,20-24 years,Males,yll,4383.93
Diabetes,2010,25-29 years,Males,yll,8392.32
Diabetes,2010,30-34 years,Males,yll,13110.6
Diabetes,2010,35-39 years,Males,yll,19734.7
Diabetes,2010,40-44 years,Males,yll,32758.6
Diabetes,2010,45-49 years,Males,yll,54156.9
Diabetes,2010,50-54 years,Males,yll,77915.2
Diabetes,2010,55-59 years,Males,yll,95441
Diabetes,2010,60-64 years,Males,yll,108829
Diabetes,2010,65-69 years,Males,yll,95123.6
Diabetes,2010,70-74 years,Males,yll,82511.5
Diabetes,2010,75-79 years,Males,yll,67964.7
Diabetes,2010,80+ years,Males,yll,88267.1
Diabetes,2010,All ages,Males,yll,752559
Diabetes,2010,5-14 years,Males,yll,1005.06
Diabetes,2010,Under 5 years,Females,yll,1059.08
Diabetes,2010,15-19 years,Females,yll,1492.22
Diabetes,2010,20-24 years,Females,yll,3443.63
Diabetes,2010,25-29 years,Females,yll,6111.33
Diabetes,2010,30-34 years,Females,yll,9185.23
Diabetes,2010,35-39 years,Females,yll,13057.9
Diabetes,2010,40-44 years,Females,yll,20943.7
Diabetes,2010,45-49 years,Females,yll,33963
Diabetes,2010,50-54 years,Females,yll,52420.2
Diabetes,2010,55-59 years,Females,yll,68974.6
Diabetes,2010,60-64 years,Females,yll,82754.6
Diabetes,2010,65-69 years,Females,yll,80277.2
Diabetes,2010,70-74 years,Females,yll,74707.7
Diabetes,2010,75-79 years,Females,yll,70536.2
Diabetes,2010,80+ years,Females,yll,119813
Diabetes,2010,All ages,Females,yll,639801
Diabetes,2010,5-14 years,Females,yll,1061.49
Road injury,2010,Under 5 years,Males,yll,35486.8
Road injury,2010,15-19 years,Males,yll,200998
Road injury,2010,20-24 years,Males,yll,262971
Road injury,2010,25-29 years,Males,yll,164123
Road injury,2010,30-34 years,Males,yll,105174
Road injury,2010,35-39 years,Males,yll,85795.2
Road injury,2010,40-44 years,Males,yll,87533
Road injury,2010,45-49 years,Males,yll,89084.9
Road injury,2010,50-54 years,Males,yll,76110.8
Road injury,2010,55-59 years,Males,yll,53565.3
Road injury,2010,60-64 years,Males,yll,39761.6
Road injury,2010,65-69 years,Males,yll,24622.8
Road injury,2010,70-74 years,Males,yll,17695.4
Road injury,2010,75-79 years,Males,yll,13213.3
Road injury,2010,80+ years,Males,yll,14352.1
Road injury,2010,All ages,Males,yll,1322470
Road injury,2010,5-14 years,Males,yll,51979.4
Road injury,2010,Under 5 years,Females,yll,27467.6
Road injury,2010,15-19 years,Females,yll,95130.5
Road injury,2010,20-24 years,Females,yll,76311.2
Road injury,2010,25-29 years,Females,yll,47344.9
Road injury,2010,30-34 years,Females,yll,35718.9
Road injury,2010,35-39 years,Females,yll,34629.3
Road injury,2010,40-44 years,Females,yll,36818.5
Road injury,2010,45-49 years,Females,yll,36856.4
Road injury,2010,50-54 years,Females,yll,30472.1
Road injury,2010,55-59 years,Females,yll,25482.8
Road injury,2010,60-64 years,Females,yll,21809
Road injury,2010,65-69 years,Females,yll,15627.6
Road injury,2010,70-74 years,Females,yll,12296.1
Road injury,2010,75-79 years,Females,yll,9724.36
Road injury,2010,80+ years,Females,yll,10494.9
Road injury,2010,All ages,Females,yll,550692
Road injury,2010,5-14 years,Females,yll,34508.3
Pedestrian road injury,2010,Under 5 years,Males,yll,14790.6
Pedestrian road injury,2010,15-19 years,Males,yll,13454.8
Pedestrian road injury,2010,20-24 years,Males,yll,18452.9
Pedestrian road injury,2010,25-29 years,Males,yll,14289.7
Pedestrian road injury,2010,30-34 years,Males,yll,11296.9
Pedestrian road injury,2010,35-39 years,Males,yll,10760.5
Pedestrian road injury,2010,40-44 years,Males,yll,12451.8
Pedestrian road injury,2010,45-49 years,Males,yll,13928.3
Pedestrian road injury,2010,50-54 years,Males,yll,12904.6
Pedestrian road injury,2010,55-59 years,Males,yll,8735.04
Pedestrian road injury,2010,60-64 years,Males,yll,6685.13
Pedestrian road injury,2010,65-69 years,Males,yll,4584.05
Pedestrian road injury,2010,70-74 years,Males,yll,3401.42
Pedestrian road injury,2010,75-79 years,Males,yll,2611.79
Pedestrian road injury,2010,80+ years,Males,yll,2984.51
Pedestrian road injury,2010,All ages,Males,yll,165394
Pedestrian road injury,2010,5-14 years,Males,yll,14062.3
Pedestrian road injury,2010,Under 5 years,Females,yll,8825.02
Pedestrian road injury,2010,15-19 years,Females,yll,6082.64
Pedestrian road injury,2010,20-24 years,Females,yll,5796.62
Pedestrian road injury,2010,25-29 years,Females,yll,4469.91
Pedestrian road injury,2010,30-34 years,Females,yll,3941.25
Pedestrian road injury,2010,35-39 years,Females,yll,4169.35
Pedestrian road injury,2010,40-44 years,Females,yll,5127.47
Pedestrian road injury,2010,45-49 years,Females,yll,5263.18
Pedestrian road injury,2010,50-54 years,Females,yll,4288.25
Pedestrian road injury,2010,55-59 years,Females,yll,4140.06
Pedestrian road injury,2010,60-64 years,Females,yll,3463.61
Pedestrian road injury,2010,65-69 years,Females,yll,2830.16
Pedestrian road injury,2010,70-74 years,Females,yll,2192.64
Pedestrian road injury,2010,75-79 years,Females,yll,1868.55
Pedestrian road injury,2010,80+ years,Females,yll,2058
Pedestrian road injury,2010,All ages,Females,yll,71825.2
Pedestrian road injury,2010,5-14 years,Females,yll,7308.51
Other road injury,2010,Under 5 years,Males,yll,195.977
Other road injury,2010,15-19 years,Males,yll,172.261
Other road injury,2010,20-24 years,Males,yll,196.355
Other road injury,2010,25-29 years,Males,yll,154.217
Other road injury,2010,30-34 years,Males,yll,103.697
Other road injury,2010,35-39 years,Males,yll,128.167
Other road injury,2010,40-44 years,Males,yll,142.583
Other road injury,2010,45-49 years,Males,yll,202.775
Other road injury,2010,50-54 years,Males,yll,201.87
Other road injury,2010,55-59 years,Males,yll,179.034
Other road injury,2010,60-64 years,Males,yll,145.58
Other road injury,2010,65-69 years,Males,yll,122.4
Other road injury,2010,70-74 years,Males,yll,86.017
Other road injury,2010,75-79 years,Males,yll,40.8262
Other road injury,2010,80+ years,Males,yll,30.6526
Other road injury,2010,All ages,Males,yll,2414.28
Other road injury,2010,5-14 years,Males,yll,311.863
Other road injury,2010,Under 5 years,Females,yll,136.047
Other road injury,2010,15-19 years,Females,yll,122.746
Other road injury,2010,20-24 years,Females,yll,113.8
Other road injury,2010,25-29 years,Females,yll,80.671
Other road injury,2010,30-34 years,Females,yll,78.3064
Other road injury,2010,35-39 years,Females,yll,98.4983
Other road injury,2010,40-44 years,Females,yll,96.075
Other road injury,2010,45-49 years,Females,yll,127.689
Other road injury,2010,50-54 years,Females,yll,138.489
Other road injury,2010,55-59 years,Females,yll,112.225
Other road injury,2010,60-64 years,Females,yll,96.3632
Other road injury,2010,65-69 years,Females,yll,60.1904
Other road injury,2010,70-74 years,Females,yll,29.6985
